	dataset	model	context_size	case_sensitive	context	top_id	top_token	true_id	true_token	to_1	to_5	to_10	to_100	to_1000	bottom_1000	avg_all
0	lucy	gpt2	30	transcript	Okay, so getting back to our story about, uh, Lucy, this is a story that, uh, begins in nineteen sixty four and it's one that Charles would have never heard	286	 of	546	 about	0.7528501152992249	0.04608967900276184	0.0034717489033937454	0.0003829520719591528	1.0303884664608631e-05	5.760378610740469e-13	1.9897724996553734e-05
1	lucy	gpt2	30	transcript	so getting back to our story about, uh, Lucy, this is a story that, uh, begins in nineteen sixty four and it's one that Charles would have never heard about	13	.	550	 had	0.3385985493659973	0.07400263845920563	0.025051956996321678	0.0021928614005446434	4.034915764350444e-05	5.405698024624206e-12	1.9897732272511348e-05
2	lucy	gpt2	30	transcript	getting back to our story about, uh, Lucy, this is a story that, uh, begins in nineteen sixty four and it's one that Charles would have never heard about had	339	 he	339	 he	0.48162052035331726	0.07761245965957642	0.014457094483077526	0.0009442690061405301	3.7701422115787864e-05	4.749073009846505e-11	1.9897730453521945e-05
3	lucy	gpt2	30	transcript	back to our story about, uh, Lucy, this is a story that, uh, begins in nineteen sixty four and it's one that Charles would have never heard about had he	407	 not	407	 not	0.3096301257610321	0.09901952743530273	0.01592521369457245	0.0017017668578773737	5.96087884332519e-05	2.5987198504218156e-13	1.9897730453521945e-05
4	lucy	gpt2	30	transcript	to our story about, uh, Lucy, this is a story that, uh, begins in nineteen sixty four and it's one that Charles would have never heard about had he not	587	 been	38034	 bumped	0.3654271960258484	0.023639939725399017	0.017843905836343765	0.0032065531704574823	0.00015211191202979535	2.080386427363856e-12	1.9897726815543137e-05
5	lucy	gpt2	30	transcript	our story about, uh, Lucy, this is a story that, uh, begins in nineteen sixty four and it's one that Charles would have never heard about had he not bumped	656	 into	656	 into	0.8943489789962769	0.010361584834754467	0.0036237079184502363	0.00035739614395424724	9.572270755597856e-06	9.735879637207123e-12	1.9897730453521945e-05
6	lucy	gpt2	30	transcript	story about, uh, Lucy, this is a story that, uh, begins in nineteen sixty four and it's one that Charles would have never heard about had he not bumped into	607	 her	428	 this	0.19794826209545135	0.06046081334352493	0.021104861050844193	0.0019661185797303915	0.00021502506569959223	3.598148168304505e-11	1.9897726815543137e-05
7	lucy	gpt2	30	transcript	about, uh, Lucy, this is a story that, uh, begins in nineteen sixty four and it's one that Charles would have never heard about had he not bumped into this	3516	 guy	18611	 obscure	0.07263784855604172	0.04203061759471893	0.01748586818575859	0.002875160425901413	0.00026282237377017736	3.315714716678464e-11	1.9897724996553734e-05
8	lucy	gpt2	30	transcript	uh, Lucy, this is a story that, uh, begins in nineteen sixty four and it's one that Charles would have never heard about had he not bumped into this obscure	11	,	1468	 old	0.04978400841355324	0.03503928333520889	0.019848091527819633	0.0028536273166537285	0.0002940264530479908	4.8411493563937924e-11	1.9897724996553734e-05
9	lucy	gpt2	30	transcript	Lucy, this is a story that, uh, begins in nineteen sixty four and it's one that Charles would have never heard about had he not bumped into this obscure old	582	 man	24649	 memoir	0.30365613102912903	0.055503882467746735	0.011156931519508362	0.0014525396982207894	0.00018675957107916474	8.744369811575226e-11	1.9897730453521945e-05
