	dataset	model	context_size	case_sensitive	context	top_id	top_token	true_id	true_token	to_1	to_5	to_10	to_100	to_1000	bottom_1000	avg_all
0	milkywayoriginal	gpt2	100	transcript	He took a deep breath and tried to calm down. The situation seemed almost hopeless, and after he spent most of the last weeks drinking, he knew he must confront the truth. He looked at his reflection in the mirror and started sobbing uncontrollably. That evening, at his deepest moment of despair, he did the unthinkable: calling his mother to consult. In general, advice from his mother resembled a long and gruesomely painful lecture about all the big mistakes he had made in his life. Starting from how he fought to stay in his mother’s womb, up to the way	339	 he	339	 he	0.8071451783180237	0.03314290940761566	0.004761234857141972	0.0002045775472652167	1.0574594853096642e-05	3.1466006883418274e-11	1.989773409150075e-05
1	milkywayoriginal	gpt2	100	transcript	took a deep breath and tried to calm down. The situation seemed almost hopeless, and after he spent most of the last weeks drinking, he knew he must confront the truth. He looked at his reflection in the mirror and started sobbing uncontrollably. That evening, at his deepest moment of despair, he did the unthinkable: calling his mother to consult. In general, advice from his mother resembled a long and gruesomely painful lecture about all the big mistakes he had made in his life. Starting from how he fought to stay in his mother’s womb, up to the way he	550	 had	550	 had	0.07346630841493607	0.03214183822274208	0.01239888183772564	0.004160183947533369	0.0003339647373650223	1.1529674242248544e-13	1.9897726815543137e-05
2	milkywayoriginal	gpt2	100	transcript	a deep breath and tried to calm down. The situation seemed almost hopeless, and after he spent most of the last weeks drinking, he knew he must confront the truth. He looked at his reflection in the mirror and started sobbing uncontrollably. That evening, at his deepest moment of despair, he did the unthinkable: calling his mother to consult. In general, advice from his mother resembled a long and gruesomely painful lecture about all the big mistakes he had made in his life. Starting from how he fought to stay in his mother’s womb, up to the way he had	587	 been	20484	 ruined	0.09185927361249924	0.022020390257239342	0.01125539280474186	0.003725743619725108	0.0003869111242238432	3.238932288606583e-13	1.9897726815543137e-05
3	milkywayoriginal	gpt2	100	transcript	deep breath and tried to calm down. The situation seemed almost hopeless, and after he spent most of the last weeks drinking, he knew he must confront the truth. He looked at his reflection in the mirror and started sobbing uncontrollably. That evening, at his deepest moment of despair, he did the unthinkable: calling his mother to consult. In general, advice from his mother resembled a long and gruesomely painful lecture about all the big mistakes he had made in his life. Starting from how he fought to stay in his mother’s womb, up to the way he had ruined	465	 his	262	 the	0.35628142952919006	0.10003327578306198	0.00985765177756548	0.0013564310502260923	4.711414658231661e-05	8.47974815365582e-12	1.9897726815543137e-05
4	milkywayoriginal	gpt2	100	transcript	breath and tried to calm down. The situation seemed almost hopeless, and after he spent most of the last weeks drinking, he knew he must confront the truth. He looked at his reflection in the mirror and started sobbing uncontrollably. That evening, at his deepest moment of despair, he did the unthinkable: calling his mother to consult. In general, advice from his mother resembled a long and gruesomely painful lecture about all the big mistakes he had made in his life. Starting from how he fought to stay in his mother’s womb, up to the way he had ruined the	3160	 lives	2776	 relationship	0.28608807921409607	0.05065254867076874	0.009604660794138908	0.0022420594468712807	0.00018333093612454832	9.041788151531449e-12	1.9897730453521945e-05
5	milkywayoriginal	gpt2	100	transcript	and tried to calm down. The situation seemed almost hopeless, and after he spent most of the last weeks drinking, he knew he must confront the truth. He looked at his reflection in the mirror and started sobbing uncontrollably. That evening, at his deepest moment of despair, he did the unthinkable: calling his mother to consult. In general, advice from his mother resembled a long and gruesomely painful lecture about all the big mistakes he had made in his life. Starting from how he fought to stay in his mother’s womb, up to the way he had ruined the relationship	351	 with	351	 with	0.3287685811519623	0.09508325159549713	0.030215194448828697	0.0013295989483594894	1.668036748014856e-05	2.0896583075025177e-11	1.9897730453521945e-05
6	milkywayoriginal	gpt2	100	transcript	tried to calm down. The situation seemed almost hopeless, and after he spent most of the last weeks drinking, he knew he must confront the truth. He looked at his reflection in the mirror and started sobbing uncontrollably. That evening, at his deepest moment of despair, he did the unthinkable: calling his mother to consult. In general, advice from his mother resembled a long and gruesomely painful lecture about all the big mistakes he had made in his life. Starting from how he fought to stay in his mother’s womb, up to the way he had ruined the relationship with	465	 his	17608	 Emily	0.5394119024276733	0.06068427115678787	0.0030936074908822775	0.0008530387422069907	9.528426016913727e-05	1.684659182987769e-11	1.9897724996553734e-05
7	milkywayoriginal	gpt2	100	transcript	to calm down. The situation seemed almost hopeless, and after he spent most of the last weeks drinking, he knew he must confront the truth. He looked at his reflection in the mirror and started sobbing uncontrollably. That evening, at his deepest moment of despair, he did the unthinkable: calling his mother to consult. In general, advice from his mother resembled a long and gruesomely painful lecture about all the big mistakes he had made in his life. Starting from how he fought to stay in his mother’s womb, up to the way he had ruined the relationship with Emily	11	,	406	 L	0.3790174126625061	0.07900184392929077	0.01741013303399086	0.0014257513685151935	6.719551311107352e-05	7.508593746763381e-11	1.989773409150075e-05
8	milkywayoriginal	gpt2	100	transcript	calm down. The situation seemed almost hopeless, and after he spent most of the last weeks drinking, he knew he must confront the truth. He looked at his reflection in the mirror and started sobbing uncontrollably. That evening, at his deepest moment of despair, he did the unthinkable: calling his mother to consult. In general, advice from his mother resembled a long and gruesomely painful lecture about all the big mistakes he had made in his life. Starting from how he fought to stay in his mother’s womb, up to the way he had ruined the relationship with Emily L’Amour.	679	 He	1675	 To	0.14116980135440826	0.05304475128650665	0.021053552627563477	0.003781543578952551	0.0001656401582295075	1.2304215805947205e-11	1.9897726815543137e-05
9	milkywayoriginal	gpt2	100	transcript	down. The situation seemed almost hopeless, and after he spent most of the last weeks drinking, he knew he must confront the truth. He looked at his reflection in the mirror and started sobbing uncontrollably. That evening, at his deepest moment of despair, he did the unthinkable: calling his mother to consult. In general, advice from his mother resembled a long and gruesomely painful lecture about all the big mistakes he had made in his life. Starting from how he fought to stay in his mother’s womb, up to the way he had ruined the relationship with Emily L’Amour. To	644	 what	307	 be	0.07399600744247437	0.047016024589538574	0.014448081143200397	0.0037616020999848843	0.00026075425557792187	5.685522191933856e-11	1.9897726815543137e-05
