	dataset	model	context_size	case_sensitive	context	top_id	top_token	true_id	true_token	to_1	to_5	to_10	to_100	to_1000	bottom_1000	avg_all
0	seinfeld	gpt2	15	transcript	Jerry and George strolled through the airport with their suitcases. George walked quickly, grimacing as	339	 he	339	 he	0.6052424907684326	0.06413228809833527	0.010585928335785866	0.00043750822078436613	3.063096301048063e-05	3.5456926023719193e-12	1.989773409150075e-05
1	seinfeld	gpt2	15	transcript	and George strolled through the airport with their suitcases. George walked quickly, grimacing as he	3114	 looked	28660	 scanned	0.06463057547807693	0.040908083319664	0.023575594648718834	0.004413757007569075	0.00025661123800091445	1.9532996503894215e-14	1.9897726815543137e-05
2	seinfeld	gpt2	15	transcript	George strolled through the airport with their suitcases. George walked quickly, grimacing as he scanned	262	 the	262	 the	0.6246519684791565	0.05030824616551399	0.009553210809826851	0.0008578042034059763	3.195319004589692e-05	2.7006127369111343e-12	1.9897724996553734e-05
3	seinfeld	gpt2	15	transcript	strolled through the airport with their suitcases. George walked quickly, grimacing as he scanned the	4315	 crowd	5895	 signs	0.05219794064760208	0.02722245454788208	0.011075246147811413	0.002950893947854638	0.0003649310383480042	8.67580139674029e-12	1.9897724996553734e-05
4	seinfeld	gpt2	15	transcript	through the airport with their suitcases. George walked quickly, grimacing as he scanned the signs	13	.	284	 to	0.3099786639213562	0.07504212111234665	0.027176255360245705	0.002124398248270154	5.71508971916046e-05	2.644571410817531e-12	1.9897724996553734e-05
5	seinfeld	gpt2	15	transcript	the airport with their suitcases. George walked quickly, grimacing as he scanned the signs to	787	 make	3785	 figure	0.24692566692829132	0.0859718769788742	0.020000329241156578	0.002214095089584589	9.350714390166104e-05	1.394187716663442e-11	1.9897726815543137e-05
6	seinfeld	gpt2	15	transcript	airport with their suitcases. George walked quickly, grimacing as he scanned the signs to figure	503	 out	503	 out	0.9151449799537659	0.009226307272911072	0.0034644175320863724	0.00026842925581149757	4.230024842399871e-06	1.0884472576716542e-12	1.9897732272511348e-05
7	seinfeld	gpt2	15	transcript	with their suitcases. George walked quickly, grimacing as he scanned the signs to figure out	644	 what	543	 which	0.4208780825138092	0.09681256860494614	0.023085694760084152	0.0006924297194927931	8.304343282361515e-06	2.333027434436863e-12	1.9897724996553734e-05
8	seinfeld	gpt2	15	transcript	their suitcases. George walked quickly, grimacing as he scanned the signs to figure out which	530	 one	835	 way	0.14871129393577576	0.07034219056367874	0.01190331019461155	0.002033582190051675	0.00020314930588938296	1.507677142853492e-11	1.9897724996553734e-05
9	seinfeld	gpt2	15	transcript	suitcases. George walked quickly, grimacing as he scanned the signs to figure out which way	284	 to	284	 to	0.2703544795513153	0.11411243677139282	0.012290766462683678	0.0012900348519906402	6.351358751999214e-05	3.2797937542933253e-12	1.9897726815543137e-05
