	dataset	model	context	target	orig_wd	top_predicted	loss	entropy	prob_true	prob_predicted	context_size	case_sensitive
0	lucy	gpt2	Okay, so getting back to our story about, uh, Lucy, this is a story that, uh, begins in nineteen sixty four and it's one that	 Charles	Charles	's	3.594809055328369	4.539117813110352	4.22430457547307e-05	0.1375667303800583	25	transcript
1	lucy	gpt2	so getting back to our story about, uh, Lucy, this is a story that, uh, begins in nineteen sixty four and it's one that Charles	 would	would	 and	4.011982440948486	6.217403411865234	0.002804873278364539	0.0975898951292038	25	transcript
2	lucy	gpt2	getting back to our story about, uh, Lucy, this is a story that, uh, begins in nineteen sixty four and it's one that Charles would	 have	have	 have	4.077201843261719	4.214001655578613	0.16452635824680328	0.16452635824680328	25	transcript
3	lucy	gpt2	back to our story about, uh, Lucy, this is a story that, uh, begins in nineteen sixty four and it's one that Charles would have	 never	never	 liked	4.091634750366211	4.351980686187744	0.03807663917541504	0.14611421525478363	25	transcript
4	lucy	gpt2	to our story about, uh, Lucy, this is a story that, uh, begins in nineteen sixty four and it's one that Charles would have never	 heard	heard	 told	4.14754581451416	4.205855369567871	0.0791403278708458	0.13765288889408112	25	transcript
5	lucy	gpt2	our story about, uh, Lucy, this is a story that, uh, begins in nineteen sixty four and it's one that Charles would have never heard	 about	about	 of	4.001665115356445	1.5625953674316406	0.12112707644701004	0.6738577485084534	25	transcript
6	lucy	gpt2	story about, uh, Lucy, this is a story that, uh, begins in nineteen sixty four and it's one that Charles would have never heard about	 had	had	.	4.003079414367676	3.0874946117401123	0.014460264705121517	0.30556976795196533	25	transcript
7	lucy	gpt2	about, uh, Lucy, this is a story that, uh, begins in nineteen sixty four and it's one that Charles would have never heard about had	 he	he	 he	4.0280022621154785	2.2255685329437256	0.4951331317424774	0.4951331317424774	25	transcript
8	lucy	gpt2	uh, Lucy, this is a story that, uh, begins in nineteen sixty four and it's one that Charles would have never heard about had he	 not	not	 not	4.069390296936035	2.9107348918914795	0.3449753224849701	0.3449753224849701	25	transcript
9	lucy	gpt2	Lucy, this is a story that, uh, begins in nineteen sixty four and it's one that Charles would have never heard about had he not	 bumped	bumped	 been	4.0416131019592285	4.194501876831055	7.054215529933572e-05	0.3633284568786621	25	transcript
10	lucy	gpt2	this is a story that, uh, begins in nineteen sixty four and it's one that Charles would have never heard about had he not bumped	 into	into	 into	4.181558132171631	0.728832483291626	0.9060567617416382	0.9060567617416382	25	transcript
11	lucy	gpt2	is a story that, uh, begins in nineteen sixty four and it's one that Charles would have never heard about had he not bumped into	 this	this	 the	4.17409086227417	6.188404083251953	0.014165080152451992	0.0755295529961586	25	transcript
12	lucy	gpt2	a story that, uh, begins in nineteen sixty four and it's one that Charles would have never heard about had he not bumped into this	 obscure	obscure	 guy	4.284056663513184	6.4971418380737305	0.0003943250922020525	0.10164935141801834	25	transcript
13	lucy	gpt2	story that, uh, begins in nineteen sixty four and it's one that Charles would have never heard about had he not bumped into this obscure	 old	old	,	4.446321487426758	6.8352837562561035	0.0094666862860322	0.05191456153988838	25	transcript
14	lucy	gpt2	that, uh, begins in nineteen sixty four and it's one that Charles would have never heard about had he not bumped into this obscure old	 memoir	memoir.	 man	4.502778053283691	5.290261745452881	5.255037649476435e-06	0.3040149211883545	25	transcript
15	lucy	gpt2	uh, begins in nineteen sixty four and it's one that Charles would have never heard about had he not bumped into this obscure old memoir.	 Long	Long	"
"	4.883991718292236	5.0084147453308105	0.00042626686627045274	0.132771298289299	25	transcript
16	lucy	gpt2	begins in nineteen sixty four and it's one that Charles would have never heard about had he not bumped into this obscure old memoir. Long	 out	out	 before	5.022838115692139	3.75138521194458	0.0005155185936018825	0.2650803029537201	25	transcript
17	lucy	gpt2	in nineteen sixty four and it's one that Charles would have never heard about had he not bumped into this obscure old memoir. Long out	 of	of	 of	4.993921279907227	1.5726535320281982	0.7863913774490356	0.7863913774490356	25	transcript
18	lucy	gpt2	nineteen sixty four and it's one that Charles would have never heard about had he not bumped into this obscure old memoir. Long out of	 print	print.	 the	4.743453502655029	4.231665134429932	0.1928895115852356	0.193245992064476	25	transcript
19	lucy	gpt2	sixty four and it's one that Charles would have never heard about had he not bumped into this obscure old memoir. Long out of print.	 Yeah	Yeah,	"
"	4.664665222167969	4.909305095672607	0.0002527065225876868	0.26907384395599365	25	transcript
20	lucy	gpt2	four and it's one that Charles would have never heard about had he not bumped into this obscure old memoir. Long out of print. Yeah,	 what	what's	 I	4.423798561096191	4.651551723480225	0.00509023480117321	0.15941809117794037	25	transcript
21	lucy	gpt2	and it's one that Charles would have never heard about had he not bumped into this obscure old memoir. Long out of print. Yeah, what's	 the	the	 up	4.283134460449219	4.130670070648193	0.07220621407032013	0.15016265213489532	25	transcript
22	lucy	gpt2	it's one that Charles would have never heard about had he not bumped into this obscure old memoir. Long out of print. Yeah, what's the	 name	name	 deal	4.381015300750732	5.0680012702941895	0.01487424224615097	0.19156046211719513	25	transcript
