	dataset	type	model	context	target	orig_wd	top_predicted	loss	entropy	prob_true	prob_predicted	context_size
0	tunnel_transcript	transcript	gpt2	Tonight, a story by Frederik Pohl: Tunnel Under the World. On the morning of June fifteenth, Guy Burckhardt woke up	sc	screaming.	in	0.3395165205001831	3.512266159057617	1.1433186841713905e-08	0.18633507192134857	20
1	tunnel_transcript	transcript	gpt2	a story by Frederik Pohl: Tunnel Under the World. On the morning of June fifteenth, Guy Burckhardt woke up screaming.	It	It	He	1.2473095655441284	3.9403133392333984	1.539089498692192e-05	0.3278856873512268	20
2	tunnel_transcript	transcript	gpt2	story by Frederik Pohl: Tunnel Under the World. On the morning of June fifteenth, Guy Burckhardt woke up screaming. It	was	was	was	3.532838821411133	1.6486510038375854	2.5791003281483427e-05	0.7114513516426086	20
3	tunnel_transcript	transcript	gpt2	by Frederik Pohl: Tunnel Under the World. On the morning of June fifteenth, Guy Burckhardt woke up screaming. It was	more	more	the	0.3452806770801544	5.170985698699951	1.1072621930452442e-08	0.1403399258852005	20
4	tunnel_transcript	transcript	gpt2	Frederik Pohl: Tunnel Under the World. On the morning of June fifteenth, Guy Burckhardt woke up screaming. It was more	real	real	than	6.8075175285339355	2.661996364593506	2.47244315687567e-07	0.486797034740448	20
5	tunnel_transcript	transcript	gpt2	Pohl: Tunnel Under the World. On the morning of June fifteenth, Guy Burckhardt woke up screaming. It was more real	than	than	than	8.231703758239746	1.221729040145874	9.740146924741566e-05	0.7941750288009644	20
6	tunnel_transcript	transcript	gpt2	Tunnel Under the World. On the morning of June fifteenth, Guy Burckhardt woke up screaming. It was more real than	any	any	he	0.2222336232662201	3.5114047527313232	7.263987811256811e-08	0.3679805099964142	20
7	tunnel_transcript	transcript	gpt2	Under the World. On the morning of June fifteenth, Guy Burckhardt woke up screaming. It was more real than any	dream	dream	of	3.3449339866638184	5.060445308685303	2.2528477074956754e-06	0.19974027574062347	20
8	tunnel_transcript	transcript	gpt2	the World. On the morning of June fifteenth, Guy Burckhardt woke up screaming. It was more real than any dream	he	he	he	3.90832257270813	2.415109395980835	2.832923928508535e-05	0.49798429012298584	20
9	tunnel_transcript	transcript	gpt2	World. On the morning of June fifteenth, Guy Burckhardt woke up screaming. It was more real than any dream he	had	had	had	0.7333577275276184	0.9750887155532837	2.827295929819229e-06	0.7042551636695862	20
10	tunnel_transcript	transcript	gpt2	On the morning of June fifteenth, Guy Burckhardt woke up screaming. It was more real than any dream he had	ever	ever	ever	0.34641745686531067	2.3752799034118652	1.4429850125452504e-05	0.537822961807251	20
11	tunnel_transcript	transcript	gpt2	the morning of June fifteenth, Guy Burckhardt woke up screaming. It was more real than any dream he had ever	had	had	had	0.6100119948387146	2.1270029544830322	2.3847549073252594e-06	0.5551698207855225	20
12	tunnel_transcript	transcript	gpt2	morning of June fifteenth, Guy Burckhardt woke up screaming. It was more real than any dream he had ever had	in	in	.	0.6380738019943237	2.045292377471924	1.851709953371028e-06	0.5340992212295532	20
13	tunnel_transcript	transcript	gpt2	of June fifteenth, Guy Burckhardt woke up screaming. It was more real than any dream he had ever had in	his	his	his	2.9873085021972656	0.5853219628334045	3.022195778612513e-05	0.9294346570968628	20
