	dataset	type	model	context	target	orig_wd	top_predicted	loss	entropy	prob_true	prob_predicted	context_size
0	shapessocial_transcript	transcript	gpt2	A young boy carrying a	ball	ball	bag	0.44331371784210205	6.291954040527344	7.47340436646482e-07	0.04972395300865173	5
1	shapessocial_transcript	transcript	gpt2	young boy carrying a ball	go	goes	of	6.455988883972168	4.875810146331787	8.129180741889286e-07	0.11976704001426697	5
2	shapessocial_transcript	transcript	gpt2	boy carrying a ball goes	to	to	to	9.378368377685547	4.186861038208008	7.869314231356839e-07	0.1122257336974144	5
3	shapessocial_transcript	transcript	gpt2	carrying a ball goes to	an	an	the	2.557434320449829	5.801301956176758	1.543055645925051e-06	0.2614729106426239	5
4	shapessocial_transcript	transcript	gpt2	a ball goes to an	empty	empty	opponent	5.175564765930176	6.014947891235352	2.2396501663024537e-05	0.061477307230234146	5
5	shapessocial_transcript	transcript	gpt2	ball goes to an empty	play	playground	room	3.607154369354248	6.281698703765869	3.235912870991342e-08	0.09458586573600769	5
6	shapessocial_transcript	transcript	gpt2	goes to an empty playground	to	to	.	8.208503723144531	3.8407952785491943	4.653154519473901e-07	0.24628280103206635	5
7	shapessocial_transcript	transcript	gpt2	to an empty playground to	play	play	a	4.906565189361572	6.181920051574707	1.1059104281230248e-06	0.057424601167440414	5
8	shapessocial_transcript	transcript	gpt2	an empty playground to play	by	by	with	4.425597190856934	4.578444957733154	4.34472894994542e-07	0.1979871541261673	5
9	shapessocial_transcript	transcript	gpt2	empty playground to play by	him	himself.	.	5.778689384460449	4.93552827835083	3.508772294935625e-07	0.13903303444385529	5
10	shapessocial_transcript	transcript	gpt2	playground to play by himself.	The	The	"
"	1.194061517715454	5.114317893981934	0.0007700704736635089	0.1954435259103775	5
11	shapessocial_transcript	transcript	gpt2	to play by himself. The	boy	boy	only	3.2580056190490723	8.003070831298828	3.5456395153232734e-07	0.027474528178572655	5
12	shapessocial_transcript	transcript	gpt2	play by himself. The boy	k	kicks	was	6.851830959320068	5.627845287322998	2.151879198208917e-05	0.08198970556259155	5
13	shapessocial_transcript	transcript	gpt2	by himself. The boy kicks	the	the	the	10.266313552856445	3.956031084060669	9.762768513610354e-07	0.2016327828168869	5
