	dataset	model	context	target	orig_wd	top_predicted	loss	entropy	prob_true	prob_predicted	context_size	case_sensitive
0	21styear	gpt2	This is Los Angeles. And it's the height of summer. In a small bungalow off of La Cienega, Clara serves homemade chili and chips in	 red	red	 a	3.8727402687072754	2.977048397064209	0.0005282147321850061	0.47116509079933167	25	transcript
1	21styear	gpt2	is Los Angeles. And it's the height of summer. In a small bungalow off of La Cienega, Clara serves homemade chili and chips in red	 plastic	plastic	 sauce	4.014429092407227	4.453985214233398	0.006268467754125595	0.1713404804468155	25	transcript
2	21styear	gpt2	Los Angeles. And it's the height of summer. In a small bungalow off of La Cienega, Clara serves homemade chili and chips in red plastic	 bowls	bowls	 cups	4.085047721862793	3.9425809383392334	0.01927255466580391	0.38275620341300964	25	transcript
3	21styear	gpt2	Angeles. And it's the height of summer. In a small bungalow off of La Cienega, Clara serves homemade chili and chips in red plastic bowls	 wine	wine	.	4.2225518226623535	2.832336664199829	1.1934013173231506e-06	0.40271905064582825	25	transcript
4	21styear	gpt2	And it's the height of summer. In a small bungalow off of La Cienega, Clara serves homemade chili and chips in red plastic bowls wine	 in	in	 glasses	4.542318344116211	3.32774019241333	0.0054957629181444645	0.3865959644317627	25	transcript
5	21styear	gpt2	it's the height of summer. In a small bungalow off of La Cienega, Clara serves homemade chili and chips in red plastic bowls wine in	 blue	blue	 a	4.6143574714660645	4.635689735412598	0.0019685067236423492	0.3049979507923126	25	transcript
6	21styear	gpt2	the height of summer. In a small bungalow off of La Cienega, Clara serves homemade chili and chips in red plastic bowls wine in blue	 plastic	plastic.	 plastic	4.8654913902282715	4.735391139984131	0.23075129091739655	0.23075129091739655	25	transcript
7	21styear	gpt2	height of summer. In a small bungalow off of La Cienega, Clara serves homemade chili and chips in red plastic bowls wine in blue plastic.	 The	The	"
"	4.803178787231445	4.556293964385986	0.07648777961730957	0.15706251561641693	25	transcript
8	21styear	gpt2	of summer. In a small bungalow off of La Cienega, Clara serves homemade chili and chips in red plastic bowls wine in blue plastic. The	 colors	colors	 restaurant	4.738255500793457	7.34381103515625	0.0003363963623996824	0.027337592095136642	25	transcript
9	21styear	gpt2	summer. In a small bungalow off of La Cienega, Clara serves homemade chili and chips in red plastic bowls wine in blue plastic. The colors	 don	don't	 are	4.936153411865234	3.896555185317993	0.0029945624992251396	0.3316199481487274	25	transcript
10	21styear	gpt2	In a small bungalow off of La Cienega, Clara serves homemade chili and chips in red plastic bowls wine in blue plastic. The colors don't	 match	match	 change	4.853074550628662	4.575131893157959	0.11674647778272629	0.1256718635559082	25	transcript
11	21styear	gpt2	a small bungalow off of La Cienega, Clara serves homemade chili and chips in red plastic bowls wine in blue plastic. The colors don't match	 and	and	 the	4.979353904724121	3.5964770317077637	0.02229377068579197	0.2516358196735382	25	transcript
12	21styear	gpt2	small bungalow off of La Cienega, Clara serves homemade chili and chips in red plastic bowls wine in blue plastic. The colors don't match and	 the	the	 the	4.971688270568848	4.607487201690674	0.23498640954494476	0.23498640954494476	25	transcript
13	21styear	gpt2	bungalow off of La Cienega, Clara serves homemade chili and chips in red plastic bowls wine in blue plastic. The colors don't match and the	 cups	cups	 food	5.221911907196045	6.654369354248047	0.0006840267451480031	0.06892608851194382	25	transcript
14	21styear	gpt2	off of La Cienega, Clara serves homemade chili and chips in red plastic bowls wine in blue plastic. The colors don't match and the cups	 are	are	 are	5.116399765014648	3.6335859298706055	0.36995506286621094	0.36995506286621094	25	transcript
15	21styear	gpt2	of La Cienega, Clara serves homemade chili and chips in red plastic bowls wine in blue plastic. The colors don't match and the cups are	 too	too	 not	5.076707363128662	6.159381866455078	0.03331558778882027	0.05576757714152336	25	transcript
16	21styear	gpt2	La Cienega, Clara serves homemade chili and chips in red plastic bowls wine in blue plastic. The colors don't match and the cups are too	 big	big	 small	5.112700462341309	3.8972740173339844	0.1071016937494278	0.30033746361732483	25	transcript
17	21styear	gpt2	Cienega, Clara serves homemade chili and chips in red plastic bowls wine in blue plastic. The colors don't match and the cups are too big	 to	to	 for	5.236517906188965	2.0557892322540283	0.14810724556446075	0.3222052752971649	25	transcript
18	21styear	gpt2	Clara serves homemade chili and chips in red plastic bowls wine in blue plastic. The colors don't match and the cups are too big to	 serve	serve	 fit	4.971734046936035	3.4959144592285156	0.010609200224280357	0.2526395618915558	25	transcript
19	21styear	gpt2	serves homemade chili and chips in red plastic bowls wine in blue plastic. The colors don't match and the cups are too big to serve	 wine	wine.	.	4.7518486976623535	4.0707478523254395	0.0006777062080800533	0.28849920630455017	25	transcript
20	21styear	gpt2	homemade chili and chips in red plastic bowls wine in blue plastic. The colors don't match and the cups are too big to serve wine.	" """	"""You"	"
"	4.678873538970947	4.737541198730469	0.002374964766204357	0.23199865221977234	25	transcript
21	21styear	gpt2	"chili and chips in red plastic bowls wine in blue plastic. The colors don't match and the cups are too big to serve wine. ""You"	 didn	didn't	 can	4.661234378814697	3.883352518081665	0.0018763024127110839	0.2020319700241089	25	transcript
22	21styear	gpt2	"and chips in red plastic bowls wine in blue plastic. The colors don't match and the cups are too big to serve wine. ""You didn't"	 get	get	 know	4.412832260131836	4.2275848388671875	0.04908474534749985	0.12966488301753998	25	transcript
23	21styear	gpt2	"chips in red plastic bowls wine in blue plastic. The colors don't match and the cups are too big to serve wine. ""You didn't get"	 half	half	 to	4.382664680480957	4.066464900970459	0.0008186545455828309	0.15689480304718018	25	transcript
24	21styear	gpt2	"in red plastic bowls wine in blue plastic. The colors don't match and the cups are too big to serve wine. ""You didn't get half"	 the	the	 the	4.447256088256836	2.7460594177246094	0.32800567150115967	0.32800567150115967	25	transcript
25	21styear	gpt2	"red plastic bowls wine in blue plastic. The colors don't match and the cups are too big to serve wine. ""You didn't get half the"	 things	things	 amount	4.363692283630371	5.934626579284668	0.0038382236380130053	0.08922746777534485	25	transcript
