	dataset	type	model	context	target	orig_wd	top_predicted	loss	entropy	prob_true	prob_predicted	context_size
0	pieman_transcript	transcript	gpt2	I began my illustrious career in journalism in the Bronx	where	where	,	7.243410587310791	3.2030036449432373	4.707630978373345e-06	0.2591440975666046	10
1	pieman_transcript	transcript	gpt2	began my illustrious career in journalism in the Bronx where	I	I	I	4.314816474914551	1.6411190032958984	0.00016059823974501342	0.7577288746833801	10
2	pieman_transcript	transcript	gpt2	my illustrious career in journalism in the Bronx where I	to	toiled	was	1.7946505546569824	4.682651519775391	1.5430376265612722e-07	0.11247185617685318	10
3	pieman_transcript	transcript	gpt2	illustrious career in journalism in the Bronx where I toiled	as	as	for	0.665597677230835	3.564483880996704	1.3758440218225587e-06	0.23048406839370728	10
4	pieman_transcript	transcript	gpt2	career in journalism in the Bronx where I toiled as	a	a	a	2.0288891792297363	1.4973281621932983	1.6891746781766415e-05	0.6942988634109497	10
5	pieman_transcript	transcript	gpt2	in journalism in the Bronx where I toiled as a	hard	hard-boiled	reporter	0.3599245846271515	5.604259490966797	1.9892059555104424e-08	0.18666765093803406	10
6	pieman_transcript	transcript	gpt2	journalism in the Bronx where I toiled as a hard-boiled	re	reporter	journalist	0.0002562671434134245	5.783965587615967	4.2241211417604063e-07	0.07457859814167023	10
7	pieman_transcript	transcript	gpt2	in the Bronx where I toiled as a hard-boiled reporter	for	for	for	4.275533676147461	2.8854801654815674	1.1541113053681329e-05	0.29217222332954407	10
8	pieman_transcript	transcript	gpt2	the Bronx where I toiled as a hard-boiled reporter for	the	the	the	1.1692695617675781	4.4280242919921875	1.3688504623132758e-05	0.3024539649486542	10
9	pieman_transcript	transcript	gpt2	Bronx where I toiled as a hard-boiled reporter for the	Ram	Ram,	New	1.4925258159637451	5.942392349243164	8.772695458958424e-09	0.12495175749063492	10
10	pieman_transcript	transcript	gpt2	where I toiled as a hard-boiled reporter for the Ram,	the	the	I	5.859417915344238	5.834989070892334	1.3530772775993682e-05	0.1603882759809494	10
11	pieman_transcript	transcript	gpt2	I toiled as a hard-boiled reporter for the Ram, the	student	student	newspaper	3.006073474884033	7.453928470611572	2.1716161313634075e-08	0.025146523490548134	10
12	pieman_transcript	transcript	gpt2	toiled as a hard-boiled reporter for the Ram, the student	new	newspaper	newspaper	7.310390472412109	3.523314952850342	1.4502511191949452e-07	0.5100072026252747	10
13	pieman_transcript	transcript	gpt2	as a hard-boiled reporter for the Ram, the student newspaper	at	at	,	1.0014393329620361	3.88625431060791	1.1667351827782113e-05	0.18052871525287628	10
14	pieman_transcript	transcript	gpt2	a hard-boiled reporter for the Ram, the student newspaper at	Ford	Fordham	the	4.267642498016357	4.899580955505371	1.2765522683366726e-07	0.3576763868331909	10
15	pieman_transcript	transcript	gpt2	hard-boiled reporter for the Ram, the student newspaper at Fordham	University	University.	University	0.06609103828668594	1.5104923248291016	0.00010055434540845454	0.7206404209136963	10
16	pieman_transcript	transcript	gpt2	reporter for the Ram, the student newspaper at Fordham University.	And	And	"
"	1.1441229581832886	4.108962059020996	2.5239141905331053e-05	0.28777259588241577	10
