	dataset	model	context	target	orig_wd	top_predicted	loss	entropy	prob_true	prob_predicted	context_size	case_sensitive
0	prettymouth	gpt2	When the phone rang, the	 gray	gray	 woman	2.892563819885254	6.834949493408203	8.735573646845296e-05	0.06966663151979446	5	transcript
1	prettymouth	gpt2	the phone rang, the gray	 ha	haired	-	5.551044940948486	6.346674919128418	0.015245307236909866	0.17220397293567657	5	transcript
2	prettymouth	gpt2	phone rang, the gray haired	 man	man	 man	5.386875629425049	5.274111747741699	0.1958242505788803	0.1958242505788803	5	transcript
3	prettymouth	gpt2	rang, the gray haired man	 asked	asked	 in	3.9275858402252197	5.299265384674072	0.0025538052432239056	0.09926208108663559	5	transcript
4	prettymouth	gpt2	the gray haired man asked	 the	the	,	4.8423895835876465	3.8819429874420166	0.08589362353086472	0.1693289875984192	5	transcript
5	prettymouth	gpt2	gray haired man asked the	 girl	girl,	 man	4.70324182510376	6.7836785316467285	0.01422411110252142	0.0880904272198677	5	transcript
6	prettymouth	gpt2	haired man asked the girl,	 with	with	" """	4.622774600982666	2.133371353149414	0.0022474618162959814	0.6899898648262024	5	transcript
7	prettymouth	gpt2	man asked the girl, with	 quite	quite	 a	4.969698429107666	4.563721179962158	0.0003356726956553757	0.24928277730941772	5	transcript
8	prettymouth	gpt2	asked the girl, with quite	 some	some	 a	5.258171081542969	2.0717833042144775	0.019786810502409935	0.650283932685852	5	transcript
9	prettymouth	gpt2	the girl, with quite some	 little	little	 difficulty	5.687828063964844	7.5065083503723145	0.00044137233635410666	0.02620779350399971	5	transcript
10	prettymouth	gpt2	girl, with quite some little	 def	deference,	 to	5.493520736694336	7.524674892425537	0.00010783838661154732	0.030690576881170273	5	transcript
11	prettymouth	gpt2	with quite some little deference,	 if	if	 but	5.609199047088623	5.037395000457764	0.011131301522254944	0.10472903400659561	5	transcript
12	prettymouth	gpt2	quite some little deference, if	 she	she	 you	5.355188846588135	3.5692567825317383	0.004704311955720186	0.24622812867164612	5	transcript
13	prettymouth	gpt2	some little deference, if she	 would	would	 had	5.345701694488525	4.698159694671631	0.016457779332995415	0.08352722972631454	5	transcript
14	prettymouth	gpt2	little deference, if she would	 rather	rather	 have	4.9735493659973145	5.230040550231934	0.013822845183312893	0.09346126019954681	5	transcript
15	prettymouth	gpt2	deference, if she would rather	 for	for	 not	5.399538040161133	4.944413661956787	0.0008582964655943215	0.13724973797798157	5	transcript
16	prettymouth	gpt2	if she would rather for	 any	any	 the	5.638242244720459	5.3926544189453125	0.0048576779663562775	0.12556631863117218	5	transcript
17	prettymouth	gpt2	she would rather for any	 reason	reason	 of	5.9531426429748535	6.648005962371826	0.03582826256752014	0.11402890086174011	5	transcript
18	prettymouth	gpt2	would rather for any reason	 he	he	 than	6.429703235626221	4.944157123565674	0.0038682841695845127	0.12481503933668137	5	transcript
19	prettymouth	gpt2	rather for any reason he	 didn	didn't	 would	4.6085309982299805	4.704632759094238	0.033490974456071854	0.05676225200295448	5	transcript
20	prettymouth	gpt2	for any reason he didn't	 answer	answer	 want	3.973735809326172	4.813926696777344	0.0014559844275936484	0.2001013159751892	5	transcript
21	prettymouth	gpt2	any reason he didn't answer	 it	it.	.	4.694836139678955	4.218225955963135	0.019600551575422287	0.1642863005399704	5	transcript
22	prettymouth	gpt2	reason he didn't answer it.	 The	The	"
"	3.760740280151367	4.38064432144165	0.03131306171417236	0.2767198383808136	5	transcript
23	prettymouth	gpt2	he didn't answer it. The	 girl	girl	 man	3.7561159133911133	7.8642377853393555	0.009029272943735123	0.021084381267428398	5	transcript
24	prettymouth	gpt2	didn't answer it. The girl	 heard	heard	 was	4.120693206787109	5.099935054779053	0.0004980069352313876	0.10886698961257935	5	transcript
25	prettymouth	gpt2	answer it. The girl heard	 him	him	 the	5.1941752433776855	4.184227466583252	0.06045999750494957	0.19136463105678558	5	transcript
26	prettymouth	gpt2	it. The girl heard him	 as	as	 say	4.834441184997559	5.5852227210998535	0.003728932235389948	0.12305547297000885	5	transcript
27	prettymouth	gpt2	The girl heard him as	 if	if	 he	6.418280601501465	1.7833185195922852	0.004936860874295235	0.5566825866699219	5	transcript
28	prettymouth	gpt2	girl heard him as if	 from	from	 he	5.886249542236328	3.2554919719696045	0.007077570538967848	0.45498335361480713	5	transcript
29	prettymouth	gpt2	heard him as if from	 a	a	 the	5.1657257080078125	4.356554985046387	0.12330494821071625	0.15216025710105896	5	transcript
30	prettymouth	gpt2	him as if from a	 distance	distance,	 dream	4.328146457672119	7.275920867919922	0.011571967974305153	0.052120186388492584	5	transcript
31	prettymouth	gpt2	as if from a distance,	 and	and	 and	4.6482744216918945	5.658457279205322	0.12671639025211334	0.12671639025211334	5	transcript
32	prettymouth	gpt2	if from a distance, and	 turned	turned	 then	3.7543258666992188	6.48580265045166	0.0001450346753699705	0.058637186884880066	5	transcript
33	prettymouth	gpt2	from a distance, and turned	 her	her	 to	4.779352188110352	4.635852813720703	0.010684276930987835	0.09732121229171753	5	transcript
34	prettymouth	gpt2	a distance, and turned her	 face	face	 head	5.696000099182129	3.829313278198242	0.03237224370241165	0.3948262631893158	5	transcript
35	prettymouth	gpt2	distance, and turned her face	 toward	toward	 away	4.771052837371826	3.563706159591675	0.10582342743873596	0.16669587790966034	5	transcript
36	prettymouth	gpt2	and turned her face toward	 him	him,	 the	4.813543796539307	4.150578498840332	0.13919739425182343	0.3355029821395874	5	transcript
37	prettymouth	gpt2	turned her face toward him,	 one	one	 and	3.951606273651123	5.661410331726074	0.0015849866904318333	0.12679409980773926	5	transcript
38	prettymouth	gpt2	her face toward him, one	 eye	eye	 of	5.578795433044434	4.9305877685546875	0.026440994814038277	0.23321206867694855	5	transcript
39	prettymouth	gpt2	face toward him, one eye	 on	on	 on	5.3518967628479	6.3316192626953125	0.0385814867913723	0.0385814867913723	5	transcript
40	prettymouth	gpt2	toward him, one eye on	 the	the	 the	5.8570942878723145	3.6530587673187256	0.31288135051727295	0.31288135051727295	5	transcript
41	prettymouth	gpt2	him, one eye on the	 side	side	 other	4.32152795791626	5.6158952713012695	0.003348491620272398	0.2670895457267761	5	transcript
42	prettymouth	gpt2	one eye on the side	 of	of	 of	5.330573558807373	2.5988316535949707	0.5860292315483093	0.5860292315483093	5	transcript
43	prettymouth	gpt2	eye on the side of	 the	the	 the	2.9247138500213623	3.1880459785461426	0.525448203086853	0.525448203086853	5	transcript
44	prettymouth	gpt2	on the side of the	 light	light	 road	2.8657100200653076	6.055258750915527	0.0002653028059285134	0.2216395139694214	5	transcript
45	prettymouth	gpt2	the side of the light	 closed	closed	,	4.234714508056641	5.864513874053955	4.9288864829577506e-05	0.08385130763053894	5	transcript
46	prettymouth	gpt2	side of the light closed	 tight	tight,	 off	5.471935272216797	4.673452377319336	0.0010066055692732334	0.10310123860836029	5	transcript
47	prettymouth	gpt2	of the light closed tight,	 her	her	 and	6.375603675842285	5.8666863441467285	0.0035534100607037544	0.17772652208805084	5	transcript
48	prettymouth	gpt2	the light closed tight, her	 open	open	 eyes	6.479276180267334	5.815381050109863	0.00035126155125908554	0.11352376639842987	5	transcript
49	prettymouth	gpt2	light closed tight, her open	 eye	eye	 mouth	6.612290859222412	4.498605251312256	0.0049684359692037106	0.19786176085472107	5	transcript
50	prettymouth	gpt2	closed tight, her open eye	 very	very,	 was	6.656191825866699	6.715578079223633	0.00012959643208887428	0.03551134094595909	5	transcript
51	prettymouth	gpt2	tight, her open eye very,	 however	however	 very	6.299214839935303	0.19136185944080353	1.6846394146341481e-06	0.9811499118804932	5	transcript
52	prettymouth	gpt2	her open eye very, however	 disingen	disingenuously,	,	9.295525550842285	2.078868865966797	2.401701294729719e-06	0.660577654838562	5	transcript
53	prettymouth	gpt2	open eye very, however disingenuously,	 large	large,	 to	7.731345176696777	5.860726356506348	1.9747938495129347e-05	0.0713709145784378	5	transcript
54	prettymouth	gpt2	eye very, however disingenuously, large,	 and	and	 and	6.754377841949463	6.157735824584961	0.23441655933856964	0.23441655933856964	5	transcript
55	prettymouth	gpt2	very, however disingenuously, large, and	 so	so	 the	5.108556270599365	7.463864326477051	0.012328286655247211	0.020625215023756027	5	transcript
56	prettymouth	gpt2	however disingenuously, large, and so	 blue	blue	 on	5.726733207702637	5.74860954284668	2.2517813704325818e-05	0.19743037223815918	5	transcript
57	prettymouth	gpt2	disingenuously, large, and so blue	 as	as	 as	5.616876602172852	3.929144859313965	0.12923437356948853	0.12923437356948853	5	transcript
58	prettymouth	gpt2	large, and so blue as	 to	to	 to	4.9273271560668945	3.811621904373169	0.41442635655403137	0.41442635655403137	5	transcript
59	prettymouth	gpt2	and so blue as to	 appear	appear	 be	5.114165782928467	4.6793975830078125	0.030951056629419327	0.251679390668869	5	transcript
60	prettymouth	gpt2	so blue as to appear	 almost	almost	 as	6.415602207183838	5.657395362854004	0.007366395089775324	0.07623317092657089	5	transcript
61	prettymouth	gpt2	blue as to appear almost	 violet	violet.	 as	5.858745574951172	6.203840732574463	0.00010838438902283087	0.09696757048368454	5	transcript
62	prettymouth	gpt2	as to appear almost violet.	 The	The	"
"	6.438441276550293	5.052104949951172	0.090895876288414	0.18385161459445953	5	transcript
63	prettymouth	gpt2	to appear almost violet. The	 gray	gray	 color	6.833413600921631	8.048432350158691	0.0009360341355204582	0.01747322641313076	5	transcript
64	prettymouth	gpt2	appear almost violet. The gray	 ha	haired	ish	6.986734390258789	6.25003719329834	0.002850721124559641	0.11922454088926315	5	transcript
65	prettymouth	gpt2	almost violet. The gray haired	 man	man	 girl	5.061742305755615	5.319228649139404	0.11227800697088242	0.2001342922449112	5	transcript
66	prettymouth	gpt2	violet. The gray haired man	 asked	asked	 was	4.9757490158081055	5.522371292114258	0.0030719225760549307	0.08958931267261505	5	transcript
67	prettymouth	gpt2	The gray haired man asked	 her	her	,	4.508851051330566	4.074849605560303	0.013680287636816502	0.16616106033325195	5	transcript
68	prettymouth	gpt2	gray haired man asked her	 to	to	 if	4.98211145401001	3.425725221633911	0.11585763841867447	0.20618432760238647	5	transcript
69	prettymouth	gpt2	haired man asked her to	 hurry	hurry	 take	4.778547286987305	5.378900051116943	0.0014467802830040455	0.05876694247126579	5	transcript
70	prettymouth	gpt2	man asked her to hurry	 up	up,	 up	5.212015628814697	3.089060068130493	0.3147847056388855	0.3147847056388855	5	transcript
71	prettymouth	gpt2	asked her to hurry up,	 and	and	 but	3.9332306385040283	5.109120845794678	0.14865419268608093	0.18593280017375946	5	transcript
72	prettymouth	gpt2	her to hurry up, and	 she	she	 he	3.8866565227508545	6.640832424163818	0.02656528539955616	0.047016095370054245	5	transcript
73	prettymouth	gpt2	to hurry up, and she	 raised	raised	 was	4.641392707824707	5.812465190887451	0.0011081428965553641	0.06327468156814575	5	transcript
