	dataset	model	context	target	orig_wd	top_predicted	loss	entropy	prob_true	prob_predicted	top_5	top_10	context_size	case_sensitive
0	milkywayoriginal	gpt2	He took a deep breath	 and	and	 and	2.9576356410980225	1.9872376918792725	0.3596693277359009	0.3596693277359009	1	1	5	transcript
1	milkywayoriginal	gpt2	took a deep breath and	 tried	tried	 said	3.1916403770446777	5.662951469421387	0.008348333649337292	0.056491341441869736	0	0	5	transcript
2	milkywayoriginal	gpt2	a deep breath and tried	 to	to	 to	5.255867958068848	1.3682684898376465	0.8135039806365967	0.8135039806365967	1	1	5	transcript
3	milkywayoriginal	gpt2	deep breath and tried to	 calm	calm	 get	5.025403022766113	6.208520889282227	0.02345190942287445	0.034042757004499435	1	1	5	transcript
4	milkywayoriginal	gpt2	breath and tried to calm	 down	down.	 down	5.742946624755859	3.3961594104766846	0.19348549842834473	0.19348549842834473	1	1	5	transcript
5	milkywayoriginal	gpt2	and tried to calm down.	 The	The	"
"	3.827993869781494	3.89400577545166	0.03077838383615017	0.2964031398296356	1	1	5	transcript
6	milkywayoriginal	gpt2	tried to calm down. The	 situation	situation	 man	3.9701061248779297	8.354714393615723	0.0024211385753005743	0.011705947108566761	0	0	5	transcript
7	milkywayoriginal	gpt2	to calm down. The situation	 seemed	seemed	 is	4.429062843322754	3.719085931777954	0.005696397740393877	0.27461233735084534	0	0	5	transcript
8	milkywayoriginal	gpt2	calm down. The situation seemed	 almost	almost	 to	5.285499095916748	4.182126522064209	0.0032381739001721144	0.33081215620040894	0	0	5	transcript
9	milkywayoriginal	gpt2	down. The situation seemed almost	 hopeless	hopeless,	 hopeless	5.084176063537598	5.376716136932373	0.11078408360481262	0.11078408360481262	1	1	5	transcript
10	milkywayoriginal	gpt2	The situation seemed almost hopeless,	 and	and	 but	5.06424617767334	3.840705156326294	0.10943464189767838	0.27580586075782776	1	1	5	transcript
11	milkywayoriginal	gpt2	situation seemed almost hopeless, and	 after	after	 the	5.369091510772705	5.735297679901123	0.007051629014313221	0.1312507539987564	0	0	5	transcript
12	milkywayoriginal	gpt2	seemed almost hopeless, and after	 he	he	 a	5.405694484710693	5.005789279937744	0.0160038061439991	0.25152286887168884	0	1	5	transcript
13	milkywayoriginal	gpt2	almost hopeless, and after he	 spent	spent	 had	5.375208377838135	5.608214378356934	0.003263774560764432	0.102696992456913	0	0	5	transcript
14	milkywayoriginal	gpt2	hopeless, and after he spent	 most	most	 the	5.356725692749023	4.184119701385498	0.02265266329050064	0.11126153916120529	0	0	5	transcript
15	milkywayoriginal	gpt2	and after he spent most	 of	of	 of	5.222199440002441	0.1774723082780838	0.9821972846984863	0.9821972846984863	1	1	5	transcript
16	milkywayoriginal	gpt2	after he spent most of	 the	the	 his	4.025681018829346	2.409450054168701	0.2460770308971405	0.4690288007259369	1	1	5	transcript
17	milkywayoriginal	gpt2	he spent most of the	 last	last	 day	3.4233291149139404	5.218162536621094	0.048436086624860764	0.07964768260717392	1	1	5	transcript
18	milkywayoriginal	gpt2	spent most of the last	 weeks	weeks	 decade	3.983267307281494	4.053335666656494	0.0006786225130781531	0.11219121515750885	0	0	5	transcript
