	dataset	model	context	target	orig_wd	top_predicted	loss	entropy	prob_true	prob_predicted	top_5	top_10	context_size	case_sensitive
0	21styear	gpt2	This is Los Angeles. And it's the height of summer. In a small bungalow off	 of	of	 the	3.5429069995880127	4.669651985168457	0.0753440335392952	0.30284348130226135	1	1	15	transcript
1	21styear	gpt2	is Los Angeles. And it's the height of summer. In a small bungalow off of	 La	La	 the	3.5953369140625	5.559632301330566	0.0035150754265487194	0.20280799269676208	0	0	15	transcript
2	21styear	gpt2	Los Angeles. And it's the height of summer. In a small bungalow off of La	 C	Cienega,	Guard	3.7349226474761963	4.780934810638428	0.048287905752658844	0.11207760870456696	1	1	15	transcript
3	21styear	gpt2	Angeles. And it's the height of summer. In a small bungalow off of La Cienega,	 Clara	Clara	 in	3.4714510440826416	5.915383815765381	1.76551711774664e-05	0.08042911440134048	0	0	15	transcript
4	21styear	gpt2	And it's the height of summer. In a small bungalow off of La Cienega, Clara	 serves	serves	 and	3.7365009784698486	6.871303081512451	0.0002729311818256974	0.0612344853579998	0	0	15	transcript
5	21styear	gpt2	it's the height of summer. In a small bungalow off of La Cienega, Clara serves	 homemade	homemade	 as	3.9875967502593994	4.395214557647705	0.00031428493093699217	0.23529285192489624	0	0	15	transcript
6	21styear	gpt2	the height of summer. In a small bungalow off of La Cienega, Clara serves homemade	 chili	chili	 pasta	4.420363426208496	6.137503147125244	0.005553523078560829	0.03556026145815849	0	0	15	transcript
7	21styear	gpt2	height of summer. In a small bungalow off of La Cienega, Clara serves homemade chili	 and	and	 and	4.5087504386901855	3.998262643814087	0.17539852857589722	0.17539852857589722	1	1	15	transcript
8	21styear	gpt2	of summer. In a small bungalow off of La Cienega, Clara serves homemade chili and	 chips	chips	 a	4.378186225891113	6.511566638946533	0.005141315050423145	0.05654026195406914	0	0	15	transcript
9	21styear	gpt2	summer. In a small bungalow off of La Cienega, Clara serves homemade chili and chips	 in	in	.	4.526517391204834	3.377072811126709	0.04185343161225319	0.17050430178642273	0	1	15	transcript
10	21styear	gpt2	In a small bungalow off of La Cienega, Clara serves homemade chili and chips in	 red	red	 a	4.481472969055176	2.883488178253174	0.0003958408487960696	0.4674643278121948	0	0	15	transcript
11	21styear	gpt2	a small bungalow off of La Cienega, Clara serves homemade chili and chips in red	 plastic	plastic	 sauce	4.941131114959717	4.062098026275635	0.000846564827952534	0.1631125956773758	0	0	15	transcript
12	21styear	gpt2	small bungalow off of La Cienega, Clara serves homemade chili and chips in red plastic	 bowls	bowls	 cups	5.094989776611328	4.704649448394775	0.016716383397579193	0.2174489051103592	0	0	15	transcript
13	21styear	gpt2	bungalow off of La Cienega, Clara serves homemade chili and chips in red plastic bowls	 wine	wine	.	5.643463611602783	2.8233518600463867	1.7905823597175186e-06	0.41302263736724854	0	0	15	transcript
14	21styear	gpt2	off of La Cienega, Clara serves homemade chili and chips in red plastic bowls wine	 in	in	 glasses	5.953339099884033	4.0351338386535645	0.009184570051729679	0.3092946410179138	0	1	15	transcript
15	21styear	gpt2	of La Cienega, Clara serves homemade chili and chips in red plastic bowls wine in	 blue	blue	 a	6.146737098693848	4.979159355163574	0.0034626806154847145	0.26128336787223816	0	0	15	transcript
16	21styear	gpt2	La Cienega, Clara serves homemade chili and chips in red plastic bowls wine in blue	 plastic	plastic.	 plastic	6.338291645050049	4.79129695892334	0.27158915996551514	0.27158915996551514	1	1	15	transcript
17	21styear	gpt2	Cienega, Clara serves homemade chili and chips in red plastic bowls wine in blue plastic.	 The	The	"
"	6.448950290679932	5.042352676391602	0.06171830743551254	0.20755945146083832	1	1	15	transcript
18	21styear	gpt2	Clara serves homemade chili and chips in red plastic bowls wine in blue plastic. The	 colors	colors	 dish	6.202472686767578	7.409689426422119	0.0017391646979376674	0.02094675600528717	0	0	15	transcript
19	21styear	gpt2	serves homemade chili and chips in red plastic bowls wine in blue plastic. The colors	 don	don't	 are	6.0131707191467285	3.860361099243164	0.003990214318037033	0.32396218180656433	0	0	15	transcript
20	21styear	gpt2	homemade chili and chips in red plastic bowls wine in blue plastic. The colors don't	 match	match	 change	5.656413555145264	4.130371570587158	0.09639425575733185	0.19172625243663788	1	1	15	transcript
21	21styear	gpt2	chili and chips in red plastic bowls wine in blue plastic. The colors don't match	 and	and	 the	5.645050525665283	3.63932466506958	0.04278331249952316	0.16762569546699524	1	1	15	transcript
22	21styear	gpt2	and chips in red plastic bowls wine in blue plastic. The colors don't match and	 the	the	 the	5.32740592956543	4.438257217407227	0.22813020646572113	0.22813020646572113	1	1	15	transcript
23	21styear	gpt2	chips in red plastic bowls wine in blue plastic. The colors don't match and the	 cups	cups	 wine	5.155473709106445	7.25607967376709	0.008336734026670456	0.028471320867538452	0	0	15	transcript
24	21styear	gpt2	in red plastic bowls wine in blue plastic. The colors don't match and the cups	 are	are	 are	5.155619144439697	3.69173002243042	0.30381783843040466	0.30381783843040466	1	1	15	transcript
25	21styear	gpt2	red plastic bowls wine in blue plastic. The colors don't match and the cups are	 too	too	 not	4.998343467712402	5.749492168426514	0.052240606397390366	0.09987924247980118	1	1	15	transcript
26	21styear	gpt2	plastic bowls wine in blue plastic. The colors don't match and the cups are too	 big	big	 small	4.8035759925842285	4.05019474029541	0.07740037888288498	0.2723371088504791	1	1	15	transcript
27	21styear	gpt2	bowls wine in blue plastic. The colors don't match and the cups are too big	 to	to	.	4.329677581787109	2.1118578910827637	0.15704749524593353	0.316439688205719	1	1	15	transcript
28	21styear	gpt2	wine in blue plastic. The colors don't match and the cups are too big to	 serve	serve	 fit	3.7139580249786377	3.162498712539673	0.0008518112590536475	0.41047438979148865	0	0	15	transcript
29	21styear	gpt2	in blue plastic. The colors don't match and the cups are too big to serve	 wine	wine.	.	4.001404762268066	3.940581798553467	0.00017856697377283126	0.308525949716568	0	0	15	transcript
