	dataset	model	context	target	orig_wd	top_predicted	loss	entropy	prob_true	prob_predicted	top_5	top_10	context_size	case_sensitive
0	friends	gpt2	"Chandler and Monica walked into the airport hand in hand, pulling their suitcases behind them. ""See honey?"" No problem getting"	 a	a	 out	4.430042743682861	4.580622673034668	0.06252606213092804	0.06671930104494095	1	1	20	transcript
1	friends	gpt2	"and Monica walked into the airport hand in hand, pulling their suitcases behind them. ""See honey?"" No problem getting a"	 cab	cab,	 seat	4.705219268798828	5.917392730712891	0.004388182889670134	0.06662681698799133	0	0	20	transcript
2	friends	gpt2	"Monica walked into the airport hand in hand, pulling their suitcases behind them. ""See honey?"" No problem getting a cab,"	 no	no	 she	4.48987340927124	3.9977962970733643	0.007208148017525673	0.3509572148323059	0	0	20	transcript
3	friends	gpt2	"walked into the airport hand in hand, pulling their suitcases behind them. ""See honey?"" No problem getting a cab, no"	 traffic	traffic	 problem	4.268612861633301	2.880016565322876	0.0009449220960959792	0.6057588458061218	0	0	20	transcript
4	friends	gpt2	"into the airport hand in hand, pulling their suitcases behind them. ""See honey?"" No problem getting a cab, no traffic"	 my	my	,	4.633946895599365	4.323123455047607	2.1663443476427346e-05	0.1527068316936493	0	0	20	transcript
5	friends	gpt2	"the airport hand in hand, pulling their suitcases behind them. ""See honey?"" No problem getting a cab, no traffic my"	 way	way	 way	5.071210861206055	4.618527889251709	0.45299598574638367	0.45299598574638367	1	1	20	transcript
6	friends	gpt2	"airport hand in hand, pulling their suitcases behind them. ""See honey?"" No problem getting a cab, no traffic my way"	 totally	totally	.	5.043843746185303	1.9131888151168823	6.687246241199318e-07	0.5240952968597412	0	0	20	transcript
7	friends	gpt2	"hand in hand, pulling their suitcases behind them. ""See honey?"" No problem getting a cab, no traffic my way totally"	 works	"works,"""	.	5.1729583740234375	6.248588562011719	0.00010613122867653146	0.08622334152460098	0	0	20	transcript
8	friends	gpt2	"in hand, pulling their suitcases behind them. ""See honey?"" No problem getting a cab, no traffic my way totally works,"""	 smiled	smiled	 he	5.643991470336914	5.434451580047607	0.00013764075993094593	0.18977704644203186	0	0	20	transcript
9	friends	gpt2	"hand, pulling their suitcases behind them. ""See honey?"" No problem getting a cab, no traffic my way totally works,"" smiled"	 Chandler	Chandler.	 the	5.691912651062012	7.0613813400268555	0.0002138929266948253	0.0982099175453186	0	0	20	transcript
10	friends	gpt2	"pulling their suitcases behind them. ""See honey?"" No problem getting a cab, no traffic my way totally works,"" smiled Chandler."	 Monica	Monica	" """	5.637331485748291	2.998077869415283	0.00036852501216344535	0.43494710326194763	0	0	20	transcript
11	friends	gpt2	"their suitcases behind them. ""See honey?"" No problem getting a cab, no traffic my way totally works,"" smiled Chandler. Monica"	 took	took	 was	5.998414993286133	5.767174243927002	0.01453214418143034	0.06433247029781342	0	1	20	transcript
12	friends	gpt2	"suitcases behind them. ""See honey?"" No problem getting a cab, no traffic my way totally works,"" smiled Chandler. Monica took"	 a	a	 a	6.159128189086914	3.3471193313598633	0.25987088680267334	0.25987088680267334	1	1	20	transcript
13	friends	gpt2	"behind them. ""See honey?"" No problem getting a cab, no traffic my way totally works,"" smiled Chandler. Monica took a"	 deep	deep	 seat	5.90127420425415	4.406896591186523	0.06531541049480438	0.22919568419456482	1	1	20	transcript
14	friends	gpt2	"them. ""See honey?"" No problem getting a cab, no traffic my way totally works,"" smiled Chandler. Monica took a deep"	 breath	breath.	 breath	5.889590263366699	0.3365771174430847	0.9598324298858643	0.9598324298858643	1	1	20	transcript
15	friends	gpt2	"""See honey?"" No problem getting a cab, no traffic my way totally works,"" smiled Chandler. Monica took a deep breath."	" """	"""I"	" """	5.787097930908203	2.1707377433776855	0.6186818480491638	0.6186818480491638	1	1	20	transcript
16	friends	gpt2	"honey?"" No problem getting a cab, no traffic my way totally works,"" smiled Chandler. Monica took a deep breath. ""I"	 know	know,	'm	5.386458396911621	4.0901103019714355	0.04277585446834564	0.18048647046089172	0	1	20	transcript
17	friends	gpt2	"No problem getting a cab, no traffic my way totally works,"" smiled Chandler. Monica took a deep breath. ""I know,"	 I	I	 I	4.93956184387207	3.8118362426757812	0.36176326870918274	0.36176326870918274	1	1	20	transcript
18	friends	gpt2	"problem getting a cab, no traffic my way totally works,"" smiled Chandler. Monica took a deep breath. ""I know, I"	 know	know,	 know	4.76276969909668	2.1019270420074463	0.6396390199661255	0.6396390199661255	1	1	20	transcript
19	friends	gpt2	"getting a cab, no traffic my way totally works,"" smiled Chandler. Monica took a deep breath. ""I know, I know,"	 we	we	 I	4.355852127075195	3.666978597640991	0.049026183784008026	0.2917243540287018	1	1	20	transcript
20	friends	gpt2	"a cab, no traffic my way totally works,"" smiled Chandler. Monica took a deep breath. ""I know, I know, we"	 have	have	're	4.523780345916748	3.470874071121216	0.03734348341822624	0.3149668574333191	0	1	20	transcript
21	friends	gpt2	"cab, no traffic my way totally works,"" smiled Chandler. Monica took a deep breath. ""I know, I know, we have"	 plenty	plenty	 to	4.377538204193115	3.9518144130706787	0.002893979661166668	0.3257766366004944	0	0	20	transcript
22	friends	gpt2	"no traffic my way totally works,"" smiled Chandler. Monica took a deep breath. ""I know, I know, we have plenty"	 of	of	 of	4.2425384521484375	0.852826714515686	0.8557091355323792	0.8557091355323792	1	1	20	transcript
23	friends	gpt2	"traffic my way totally works,"" smiled Chandler. Monica took a deep breath. ""I know, I know, we have plenty of"	 time	time	 time	4.100571155548096	5.678403854370117	0.2017352432012558	0.2017352432012558	1	1	20	transcript
24	friends	gpt2	"my way totally works,"" smiled Chandler. Monica took a deep breath. ""I know, I know, we have plenty of time"	" """	"""I"	 to	3.5262832641601562	2.8302512168884277	3.650584039860405e-05	0.33138489723205566	0	0	20	transcript
25	friends	gpt2	"way totally works,"" smiled Chandler. Monica took a deep breath. ""I know, I know, we have plenty of time ""I"	 am	am	'm	3.6796655654907227	4.143243312835693	0.008487174287438393	0.14816293120384216	0	0	20	transcript
26	friends	gpt2	"totally works,"" smiled Chandler. Monica took a deep breath. ""I know, I know, we have plenty of time ""I am"	 totally	totally	 so	3.772991418838501	5.348592281341553	0.0036068418994545937	0.08606118708848953	0	0	20	transcript
27	friends	gpt2	"works,"" smiled Chandler. Monica took a deep breath. ""I know, I know, we have plenty of time ""I am totally"	 relaxed	relaxed,	 right	3.591947078704834	5.778548717498779	0.0011134546948596835	0.05075147747993469	0	0	20	transcript
28	friends	gpt2	"smiled Chandler. Monica took a deep breath. ""I know, I know, we have plenty of time ""I am totally relaxed,"	 totally	totally	 I	3.7074174880981445	4.594053745269775	0.0030839620158076286	0.2128748744726181	0	0	20	transcript
29	friends	gpt2	"Chandler. Monica took a deep breath. ""I know, I know, we have plenty of time ""I am totally relaxed, totally"	 calm	calm	 relaxed	3.6000077724456787	5.065106391906738	0.0142951849848032	0.2630200982093811	0	1	20	transcript
30	friends	gpt2	"Monica took a deep breath. ""I know, I know, we have plenty of time ""I am totally relaxed, totally calm"	 Suddenly	Suddenly	,	3.526996374130249	2.6549298763275146	1.0124355043217292e-07	0.29014721512794495	0	0	20	transcript
31	friends	gpt2	"took a deep breath. ""I know, I know, we have plenty of time ""I am totally relaxed, totally calm Suddenly"	 her	her	,	3.8973424434661865	4.213284015655518	0.0030299394857138395	0.3019857406616211	0	0	20	transcript
32	friends	gpt2	"a deep breath. ""I know, I know, we have plenty of time ""I am totally relaxed, totally calm Suddenly her"	 eyes	eyes	 eyes	4.198143482208252	4.740049839019775	0.1538531631231308	0.1538531631231308	1	1	20	transcript
33	friends	gpt2	"deep breath. ""I know, I know, we have plenty of time ""I am totally relaxed, totally calm Suddenly her eyes"	 grew	grew	 were	4.256450653076172	5.2892374992370605	0.004830357618629932	0.04713553562760353	0	0	20	transcript
34	friends	gpt2	"breath. ""I know, I know, we have plenty of time ""I am totally relaxed, totally calm Suddenly her eyes grew"	 wide	wide	 wide	4.5121612548828125	3.0770344734191895	0.4968116581439972	0.4968116581439972	1	1	20	transcript
35	friends	gpt2	"""I know, I know, we have plenty of time ""I am totally relaxed, totally calm Suddenly her eyes grew wide"	 as	as	 and	4.389079570770264	2.951284885406494	0.04295709356665611	0.2899569272994995	0	1	20	transcript
36	friends	gpt2	"know, I know, we have plenty of time ""I am totally relaxed, totally calm Suddenly her eyes grew wide as"	 she	she	 she	4.57073450088501	2.3510653972625732	0.44624239206314087	0.44624239206314087	1	1	20	transcript
37	friends	gpt2	"I know, we have plenty of time ""I am totally relaxed, totally calm Suddenly her eyes grew wide as she"	 saw	saw	 looked	4.772924423217773	5.146612644195557	0.05975564196705818	0.09711145609617233	1	1	20	transcript
38	friends	gpt2	"know, we have plenty of time ""I am totally relaxed, totally calm Suddenly her eyes grew wide as she saw"	 the	the	 the	4.63920259475708	4.407689571380615	0.2114926427602768	0.2114926427602768	1	1	20	transcript
39	friends	gpt2	"we have plenty of time ""I am totally relaxed, totally calm Suddenly her eyes grew wide as she saw the"	 line	line	 man	4.769249439239502	7.405575752258301	0.0006280927336774766	0.02751462534070015	0	0	20	transcript
40	friends	gpt2	"have plenty of time ""I am totally relaxed, totally calm Suddenly her eyes grew wide as she saw the line"	 for	for	 of	5.057381629943848	3.4740242958068848	0.0029254218097776175	0.4519869387149811	0	0	20	transcript
41	friends	gpt2	"plenty of time ""I am totally relaxed, totally calm Suddenly her eyes grew wide as she saw the line for"	 airport	airport	 the	5.090393543243408	4.035403728485107	3.373323124833405e-06	0.38282495737075806	0	0	20	transcript
42	friends	gpt2	"of time ""I am totally relaxed, totally calm Suddenly her eyes grew wide as she saw the line for airport"	 security	security,	.	5.411995887756348	6.074509143829346	0.016053231433033943	0.09162959456443787	0	1	20	transcript
43	friends	gpt2	"time ""I am totally relaxed, totally calm Suddenly her eyes grew wide as she saw the line for airport security,"	 winding	winding	 she	5.146936416625977	5.471129417419434	2.768789454421494e-05	0.12727731466293335	0	0	20	transcript
44	friends	gpt2	"""I am totally relaxed, totally calm Suddenly her eyes grew wide as she saw the line for airport security, winding"	 in	in	 down	5.441752910614014	3.74499773979187	0.015366319566965103	0.17464949190616608	0	0	20	transcript
45	friends	gpt2	am totally relaxed, totally calm Suddenly her eyes grew wide as she saw the line for airport security, winding in	 a	a	 and	5.508537769317627	3.9105138778686523	0.03784056007862091	0.30654874444007874	1	1	20	transcript
