	dataset	model	context	target	orig_wd	top_predicted	loss	entropy	prob_true	prob_predicted	top_5	top_10	context_size	case_sensitive
0	lucy	gpt2	Okay, so getting back to	 our	our	 the	3.4445736408233643	4.813637733459473	0.02000265009701252	0.30523809790611267	0	1	5	transcript
1	lucy	gpt2	so getting back to our	 story	story	 original	4.388026237487793	6.9980549812316895	0.019862022250890732	0.036444712430238724	1	1	5	transcript
2	lucy	gpt2	getting back to our story	 about	about,	.	4.205362319946289	3.8793394565582275	0.05456551909446716	0.22444882988929749	1	1	5	transcript
3	lucy	gpt2	back to our story about,	 uh	uh,	 you	4.931838512420654	4.893192291259766	0.007547585293650627	0.10135297477245331	0	0	5	transcript
4	lucy	gpt2	to our story about, uh,	 Lucy	Lucy,	 the	4.913304328918457	6.803108215332031	7.445646042469889e-05	0.15334190428256989	0	0	5	transcript
5	lucy	gpt2	our story about, uh, Lucy,	 this	this	 and	4.879543781280518	5.645671844482422	0.008237989619374275	0.09977978467941284	0	0	5	transcript
6	lucy	gpt2	story about, uh, Lucy, this	 is	is	 is	5.057723045349121	6.105828762054443	0.18585991859436035	0.18585991859436035	1	1	5	transcript
7	lucy	gpt2	about, uh, Lucy, this is	 a	a	 a	4.298353672027588	5.809684753417969	0.07351942360401154	0.07351942360401154	1	1	5	transcript
8	lucy	gpt2	uh, Lucy, this is a	 story	story	 great	4.087396144866943	6.972756385803223	0.006111548747867346	0.04517442360520363	0	0	5	transcript
9	lucy	gpt2	Lucy, this is a story	 that	that,	 about	4.379160404205322	2.8381476402282715	0.1381443440914154	0.32472360134124756	1	1	5	transcript
10	lucy	gpt2	this is a story that,	 uh	uh,	 in	3.8261306285858154	4.600464344024658	0.0007978093344718218	0.08496338874101639	0	0	5	transcript
11	lucy	gpt2	is a story that, uh,	 begins	begins	 I	4.336547374725342	5.59049654006958	0.0010234316578134894	0.10861022770404816	0	0	5	transcript
12	lucy	gpt2	a story that, uh, begins	 in	in	 with	5.2198615074157715	3.0404067039489746	0.06284060329198837	0.44918912649154663	1	1	5	transcript
13	lucy	gpt2	story that, uh, begins in	 nineteen	nineteen	 the	4.8058762550354	5.721622467041016	7.563242252217606e-05	0.23667028546333313	0	0	5	transcript
14	lucy	gpt2	that, uh, begins in nineteen	 sixty	sixty	-	5.720445156097412	4.574716091156006	0.0014505124418064952	0.1931658387184143	0	0	5	transcript
15	lucy	gpt2	uh, begins in nineteen sixty	 four	four	-	7.158363342285156	3.0868093967437744	0.02334289439022541	0.47529059648513794	0	1	5	transcript
16	lucy	gpt2	begins in nineteen sixty four	 and	and	,	6.964920997619629	3.9629929065704346	0.07966888695955276	0.19845011830329895	1	1	5	transcript
