	dataset	model	context	target	orig_wd	top_predicted	loss	entropy	prob_true	prob_predicted	top_5	top_10	context_size	case_sensitive
0	merlin	gpt2	Okay, um, so the thing starts with, like, this kind of beachy scene, almost, with sand. And then you see this kid, Merlin, start walking up, and it flashes through a bunch of, like, scenes of just traveling, like, in fairly rural areas, and the music’s upbeat and happy. And then, um, like, the title scene, the credits roll with the music, and you see, like, a bunch of, like, medieval imagery and fire and stuff. Um, so, then after that, uh, this kid just keeps walking. He’s now in a town with, like, lots of people. Um, it’s very	 obviously	obviously,	,	3.4816834926605225	5.326340675354004	0.00023494803463108838	0.21844948828220367	0	0	100	transcript
1	merlin	gpt2	um, so the thing starts with, like, this kind of beachy scene, almost, with sand. And then you see this kid, Merlin, start walking up, and it flashes through a bunch of, like, scenes of just traveling, like, in fairly rural areas, and the music’s upbeat and happy. And then, um, like, the title scene, the credits roll with the music, and you see, like, a bunch of, like, medieval imagery and fire and stuff. Um, so, then after that, uh, this kid just keeps walking. He’s now in a town with, like, lots of people. Um, it’s very obviously,	 like	like,	 like	3.5471363067626953	4.312682151794434	0.1740010380744934	0.1740010380744934	1	1	100	transcript
2	merlin	gpt2	so the thing starts with, like, this kind of beachy scene, almost, with sand. And then you see this kid, Merlin, start walking up, and it flashes through a bunch of, like, scenes of just traveling, like, in fairly rural areas, and the music’s upbeat and happy. And then, um, like, the title scene, the credits roll with the music, and you see, like, a bunch of, like, medieval imagery and fire and stuff. Um, so, then after that, uh, this kid just keeps walking. He’s now in a town with, like, lots of people. Um, it’s very obviously, like,	 medieval	medieval	 a	3.5272724628448486	6.223437309265137	0.020056363195180893	0.15027089416980743	1	1	100	transcript
3	merlin	gpt2	the thing starts with, like, this kind of beachy scene, almost, with sand. And then you see this kid, Merlin, start walking up, and it flashes through a bunch of, like, scenes of just traveling, like, in fairly rural areas, and the music’s upbeat and happy. And then, um, like, the title scene, the credits roll with the music, and you see, like, a bunch of, like, medieval imagery and fire and stuff. Um, so, then after that, uh, this kid just keeps walking. He’s now in a town with, like, lots of people. Um, it’s very obviously, like, medieval	 times	times.	.	3.536102533340454	4.753330707550049	0.007823841646313667	0.17701058089733124	0	0	100	transcript
4	merlin	gpt2	thing starts with, like, this kind of beachy scene, almost, with sand. And then you see this kid, Merlin, start walking up, and it flashes through a bunch of, like, scenes of just traveling, like, in fairly rural areas, and the music’s upbeat and happy. And then, um, like, the title scene, the credits roll with the music, and you see, like, a bunch of, like, medieval imagery and fire and stuff. Um, so, then after that, uh, this kid just keeps walking. He’s now in a town with, like, lots of people. Um, it’s very obviously, like, medieval times.	 Uh	Uh,	 And	3.5198497772216797	3.7770018577575684	0.0048535410314798355	0.18379725515842438	0	0	100	transcript
5	merlin	gpt2	starts with, like, this kind of beachy scene, almost, with sand. And then you see this kid, Merlin, start walking up, and it flashes through a bunch of, like, scenes of just traveling, like, in fairly rural areas, and the music’s upbeat and happy. And then, um, like, the title scene, the credits roll with the music, and you see, like, a bunch of, like, medieval imagery and fire and stuff. Um, so, then after that, uh, this kid just keeps walking. He’s now in a town with, like, lots of people. Um, it’s very obviously, like, medieval times. Uh,	 he	he’s	 and	3.505695343017578	4.512587547302246	0.03863709419965744	0.11447584629058838	1	1	100	transcript
6	merlin	gpt2	with, like, this kind of beachy scene, almost, with sand. And then you see this kid, Merlin, start walking up, and it flashes through a bunch of, like, scenes of just traveling, like, in fairly rural areas, and the music’s upbeat and happy. And then, um, like, the title scene, the credits roll with the music, and you see, like, a bunch of, like, medieval imagery and fire and stuff. Um, so, then after that, uh, this kid just keeps walking. He’s now in a town with, like, lots of people. Um, it’s very obviously, like, medieval times. Uh, he’s	 got	got,	 now	3.4423537254333496	5.047231197357178	0.00694618234410882	0.16194598376750946	0	0	100	transcript
7	merlin	gpt2	like, this kind of beachy scene, almost, with sand. And then you see this kid, Merlin, start walking up, and it flashes through a bunch of, like, scenes of just traveling, like, in fairly rural areas, and the music’s upbeat and happy. And then, um, like, the title scene, the credits roll with the music, and you see, like, a bunch of, like, medieval imagery and fire and stuff. Um, so, then after that, uh, this kid just keeps walking. He’s now in a town with, like, lots of people. Um, it’s very obviously, like, medieval times. Uh, he’s got,	 like	like,	 like	3.483064651489258	1.2331182956695557	0.8089479207992554	0.8089479207992554	1	1	100	transcript
8	merlin	gpt2	this kind of beachy scene, almost, with sand. And then you see this kid, Merlin, start walking up, and it flashes through a bunch of, like, scenes of just traveling, like, in fairly rural areas, and the music’s upbeat and happy. And then, um, like, the title scene, the credits roll with the music, and you see, like, a bunch of, like, medieval imagery and fire and stuff. Um, so, then after that, uh, this kid just keeps walking. He’s now in a town with, like, lots of people. Um, it’s very obviously, like, medieval times. Uh, he’s got, like,	 this	this	 a	3.4576308727264404	5.201171875	0.012939388863742352	0.31407445669174194	0	1	100	transcript
9	merlin	gpt2	kind of beachy scene, almost, with sand. And then you see this kid, Merlin, start walking up, and it flashes through a bunch of, like, scenes of just traveling, like, in fairly rural areas, and the music’s upbeat and happy. And then, um, like, the title scene, the credits roll with the music, and you see, like, a bunch of, like, medieval imagery and fire and stuff. Um, so, then after that, uh, this kid just keeps walking. He’s now in a town with, like, lots of people. Um, it’s very obviously, like, medieval times. Uh, he’s got, like, this	 backpack	backpack	 little	3.489257335662842	6.952659606933594	0.0011546246241778135	0.05689924210309982	0	0	100	transcript
